Symbol,Company_Name,NCTId,Phases,Status,Conditions,Interventions
DRUG,Bright Minds Biosciences Inc.,NCT06401538,PHASE2,RECRUITING,"Absence Epilepsy, Jeavons Syndrome, Dravet Syndrome, Lennox Gastaut Syndrome",BMB-101
DRUG,Bright Minds Biosciences Inc.,NCT07266324,PHASE2,NOT_YET_RECRUITING,Prader-Willi Syndrome,"BMB-101, Placebo"
HROW,"Harrow, Inc.",NCT07368595,PHASE4,NOT_YET_RECRUITING,Dry Eye Disease (DED),"Vevye®, Cyclosporine emulsion"
HROW,"Harrow, Inc.",NCT07224529,PHASE4,NOT_YET_RECRUITING,Meibomian Gland Dysfunction (MGD),Vevye(Cyclosporine 0.1% Ophthalmic Solution)
HROW,"Harrow, Inc.",NCT07456826,PHASE4,NOT_YET_RECRUITING,"Diabetic Macular Edema (DME), Age-Related Macular Degeneration (AMD), Retinal Vein Occlusion, Diabetic Retinopathy (DR)","Chloroprocaine Ophthalmic Gel 3% (IHEEZO), Proparacaine Hydrochloride Ophthalmic Solution 0.5%, Lidocaine Hydrochloride Injection 2%"
NGEN,NervGen Pharma Corp.,NCT05965700,"PHASE1, PHASE2",RECRUITING,"Spinal Cord Injuries, Chronic Spinal Cord Injury, Subacute Spinal Cord Injury",NVG-291
SYRE,"Spyre Therapeutics, Inc.",NCT06448247,PHASE1,ACTIVE_NOT_RECRUITING,Healthy,SPY001-001
SYRE,"Spyre Therapeutics, Inc.",NCT07148414,PHASE2,RECRUITING,"Rheumatoid Arthritis, Psoriatic Arthritis, Axial Spondyloarthritis, Rheumatic Diseases, Rheumatic Joint Disease, PsA (Psoriatic Arthritis), AxSpA, Rheumatologic Disease","SPY002-072, Placebo"
SYRE,"Spyre Therapeutics, Inc.",NCT06672718,PHASE1,RECRUITING,Healthy,SPY002-091
SYRE,"Spyre Therapeutics, Inc.",NCT07012395,PHASE2,RECRUITING,"Ulcerative Colitis, Inflammatory Bowel Diseases, Colitis, Colitis, Ulcerative","SPY001, SPY002, SPY003"
SYRE,"Spyre Therapeutics, Inc.",NCT06622070,PHASE1,RECRUITING,Healthy,SPY002-072
SYRE,"Spyre Therapeutics, Inc.",NCT06873724,PHASE1,RECRUITING,Healthy,SPY003-207
VERA,"Vera Therapeutics, Inc.",NCT07020923,PHASE2,RECRUITING,"IgA Nephropathy (IgAN), Berger Disease",Atacicept
VERA,"Vera Therapeutics, Inc.",NCT04716231,PHASE3,ACTIVE_NOT_RECRUITING,"IgA Nephropathy, Berger Disease",Atacicept
VERA,"Vera Therapeutics, Inc.",NCT06983028,PHASE2,RECRUITING,"pMN, IgAN, Nephrotic Syndrome, MCD, FSGS",Atacicept
AMLX,"Amylyx Pharmaceuticals, Inc.",NCT06747468,PHASE3,ACTIVE_NOT_RECRUITING,Post Bariatric Hypoglycemia,Avexitide
AMLX,"Amylyx Pharmaceuticals, Inc.",NCT05676034,PHASE2,ACTIVE_NOT_RECRUITING,Wolfram Syndrome,AMX0035
AMLX,"Amylyx Pharmaceuticals, Inc.",NCT06122662,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,"Progressive Supranuclear Palsy, PSP, Neurodegenerative Diseases, Atypical Parkinsonism",AMX0035
AMLX,"Amylyx Pharmaceuticals, Inc.",NCT05021536,PHASE3,ACTIVE_NOT_RECRUITING,Amyotrophic Lateral Sclerosis,AMX0035
AMLX,"Amylyx Pharmaceuticals, Inc.",NCT06665165,PHASE1,RECRUITING,ALS,AMX0114
DNTH,"Dianthus Therapeutics, Inc.",NCT06282159,PHASE2,ACTIVE_NOT_RECRUITING,"Myasthenia Gravis, Generalized","DNTH103, Placebo"
DNTH,"Dianthus Therapeutics, Inc.",NCT06858579,PHASE3,RECRUITING,Chronic Inflammatory Demyelinating Polyneuropathy,"DNTH103, DNTH103, Placebo"
DNTH,"Dianthus Therapeutics, Inc.",NCT06537999,PHASE2,RECRUITING,Multifocal Motor Neuropathy,"DNTH103, Placebo"
NVAX,"Novavax, Inc.",NCT05468736,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,COVID-19,SARS-CoV-2 rS/Matrix-M1 Adjuvant (Initial Vaccination Period)
NVAX,"Novavax, Inc.",NCT07086222,PHASE4,NOT_YET_RECRUITING,"COVID-19, Sars-CoV-2 Infection","NVX-CoV2705, Placebo"
NVAX,"Novavax, Inc.",NCT06633835,PHASE4,ACTIVE_NOT_RECRUITING,"COVID-19, Vaccine-Preventable Diseases, SARS CoV 2 Infection","protein subunit: Novavax COVID-19 vaccine, Pfizer mRNA COVID-19 vaccine"
NVAX,"Novavax, Inc.",NCT07079670,PHASE3,ACTIVE_NOT_RECRUITING,"COVID-19, SARS-CoV-2 Infection",NVX-CoV2705
NVAX,"Novavax, Inc.",NCT06291857,PHASE3,ACTIVE_NOT_RECRUITING,COVID-19,"CIC Vaccine Co-formulated tNIV2 , SARSCoV-2 rS and Matrix-M Adjuvant, Novavax COVID-19 Vaccine, tNIV Vaccine, Fluzone High Dose"
IVA,Inventiva S.A.,NCT05651724,N/A,RECRUITING,"MASH, MASLD, MASH With Fibrosis, Fibrosis, Liver, Steatosis of Liver, Type 2 Diabetes, Obesity, Metabolic Syndrome, Arterial Hypertension",N/A
IVA,Inventiva S.A.,NCT04849728,PHASE3,RECRUITING,NASH - Nonalcoholic Steatohepatitis,"IVA337, Placebo"
CNTN,"Canton Strategic Holdings, Inc.",NCT06190288,NA,RECRUITING,"Transitional Care, Multimorbidity, Geriatric Care",N/A
CNTN,"Canton Strategic Holdings, Inc.",NCT07436052,NA,RECRUITING,Mass Casualty Incidents,N/A
CNTN,"Canton Strategic Holdings, Inc.",NCT05522205,NA,ACTIVE_NOT_RECRUITING,"Cannabis Use Disorder, Mental Health Disorder, Physical Illness",N/A
CNTN,"Canton Strategic Holdings, Inc.",NCT07271524,NA,NOT_YET_RECRUITING,Traumatic Brain Injury,N/A
CPRX,"Catalyst Pharmaceuticals, Inc.",NCT06564974,N/A,RECRUITING,Duchenne Muscular Dystrophy,Vamorolone
ACRS,"Aclaris Therapeutics, Inc.",NCT06374459,"PHASE1, PHASE2",RECRUITING,Hormone Receptor Positive HER-2 Negative Metastatic Breast Cancer,"Zumsemetinib, Capecitabine, Zoledronic acid, Denosumab"
ACRS,"Aclaris Therapeutics, Inc.",NCT07011706,PHASE2,RECRUITING,"Atopic Dermatitis, Atopic, Dermatitis, AD, Eczema","ATI-045, Placebo"
ACRS,"Aclaris Therapeutics, Inc.",NCT06648434,PHASE1,RECRUITING,"Metastatic Pancreatic Ductal Adenocarcinoma, Pancreatic Cancer, Cancer of the Pancreas","Zunsemetinib, mFOLFIRINOX"
VRDN,"Viridian Therapeutics, Inc.",NCT06625398,PHASE3,ACTIVE_NOT_RECRUITING,Thyroid Eye Disease,"VRDN-003, Placebo"
VRDN,"Viridian Therapeutics, Inc.",NCT06812325,PHASE3,ACTIVE_NOT_RECRUITING,Thyroid Eye Disease (TED),"VRDN-003, Placebo"
VRDN,"Viridian Therapeutics, Inc.",NCT06625411,PHASE3,ACTIVE_NOT_RECRUITING,Thyroid Eye Disease,"VRDN-003, Placebo"
VRDN,"Viridian Therapeutics, Inc.",NCT07155668,PHASE3,ACTIVE_NOT_RECRUITING,Thyroid Eye Disease,VRDN-003
KRYS,"Krystal Biotech, Inc.",NCT04917887,N/A,RECRUITING,"Dystrophic Epidermolysis Bullosa, Recessive Dystrophic Epidermolysis Bullosa, Dominant Dystrophic Epidermolysis Bullosa",N/A
KRYS,"Krystal Biotech, Inc.",NCT06228326,"PHASE1, PHASE2",RECRUITING,"Lung Cancer, Non-small Cell, Lung Cancer Metastatic, Solid Tumor, Adult, Advanced Cancer, Lung Cancer (NSCLC)","KB707, Pembrolizumab (KEYTRUDA®), Chemotherapy, Docetaxel"
KRYS,"Krystal Biotech, Inc.",NCT06999733,"PHASE1, PHASE2",RECRUITING,Neurotrophic Keratitis,"KB801, Placebo"
KRYS,"Krystal Biotech, Inc.",NCT04540900,PHASE1,ACTIVE_NOT_RECRUITING,"Skin Roughness, Wrinkle, Fine Lines, Skin Thickness",KB301
KRYS,"Krystal Biotech, Inc.",NCT05970497,"PHASE1, PHASE2",RECRUITING,"Cancer, Melanoma Stage III, Melanoma Stage IV, Cutaneous Melanoma","KB707, Opdualag, KEYTRUDA ®( Pembrolizumab)"
KRYS,"Krystal Biotech, Inc.",NCT06049082,PHASE1,RECRUITING,Alpha 1-Antitrypsin Deficiency,KB408 (Nebulization)
KRYS,"Krystal Biotech, Inc.",NCT05504837,PHASE1,RECRUITING,Cystic Fibrosis,KB407 (Nebulization)
KRYS,"Krystal Biotech, Inc.",NCT06724900,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Wrinkles in Decolletage, Pigmentation, Décolleté Wrinkles","KB304, 0.9% Normal Saline (NS)"
KRYS,"Krystal Biotech, Inc.",NCT07016750,PHASE3,RECRUITING,"Dystrophic Epidermolysis Bullosa, DEB - Dystrophic Epidermolysis Bullosa, Recessive Dystrophic Epidermolysis Bullosa, Dominant Dystrophic Epidermolysis Bullosa","KB803, Placebo"
KRYS,"Krystal Biotech, Inc.",NCT06563414,N/A,RECRUITING,"Epidermolysis Bullosa Dystrophica, Epidermolysis Bullosa Dystrophica, Recessive, Epidermolysis Bullosa Dystrophica Dominans",N/A
OCGN,"Ocugen, Inc.",NCT05956626,"PHASE2, PHASE3",RECRUITING,Stargardt Disease,OCU410ST
OCGN,"Ocugen, Inc.",NCT06388200,PHASE3,ACTIVE_NOT_RECRUITING,Retinitis Pigmentosa,N/A
OCGN,"Ocugen, Inc.",NCT06018558,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Geographic Atrophy,N/A
OCGN,"Ocugen, Inc.",NCT05802329,PHASE1,RECRUITING,"Center Involved Diabetic Macular Edema, Diabetic Macular Edema",OCU200
OCGN,"Ocugen, Inc.",NCT05203939,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Retinitis Pigmentosa, Leber Congenital Amaurosis","OCU400 Low Dose, OCU400 Med Dose, OCU400 High Dose, OCU400 Second Eye Dosing"
RAPP,"Rapport Therapeutics, Inc.",NCT07046494,PHASE2,RECRUITING,Bipolar 1 Disorder,RAP-219
RAPP,"Rapport Therapeutics, Inc.",NCT07219407,PHASE2,RECRUITING,"Focal Epilepsy, Epilepsy, Refractory Focal Epilepsy, Seizure, Focal Seizure, Focal Onset Seizure",RAP-219
EWTX,"Edgewise Therapeutics, Inc.",NCT05291091,PHASE2,ACTIVE_NOT_RECRUITING,Becker Muscular Dystrophy,"Sevasemten 10 mg, Sevasemten 5 mg, Sevasemten 12.5 mg, Placebo"
EWTX,"Edgewise Therapeutics, Inc.",NCT07177066,PHASE1,RECRUITING,Healthy Adults,"EDG-15400, Placebo"
EWTX,"Edgewise Therapeutics, Inc.",NCT06347159,PHASE2,ACTIVE_NOT_RECRUITING,Hypertrophic Cardiomyopathy,"EDG-7500, EDG-7500"
EWTX,"Edgewise Therapeutics, Inc.",NCT06100887,PHASE2,ACTIVE_NOT_RECRUITING,Duchenne Muscular Dystrophy,"Sevasemten Dose 1, Sevasemten Dose 2, Sevasemten Dose 3, Placebo"
EWTX,"Edgewise Therapeutics, Inc.",NCT07324616,PHASE1,RECRUITING,Hepatic Impairment (HI),EDG-7500
EWTX,"Edgewise Therapeutics, Inc.",NCT07034768,PHASE1,RECRUITING,Renal Impairments,EDG-7500
EWTX,"Edgewise Therapeutics, Inc.",NCT05540860,PHASE2,ACTIVE_NOT_RECRUITING,Duchenne Muscular Dystrophy,"Sevasemten Dose 1, Sevasemten Dose 2, Sevasemten Dose 3, Sevasemten Dose 4, Sevasemten Dose 5, Placebo"
EWTX,"Edgewise Therapeutics, Inc.",NCT07456059,PHASE1,NOT_YET_RECRUITING,Healthy Adult Participants,EDG-7500
EWTX,"Edgewise Therapeutics, Inc.",NCT05257473,N/A,ACTIVE_NOT_RECRUITING,"Becker Muscular Dystrophy, Muscular Dystrophies, Muscular Dystrophy in Children, Muscular Dystrophy, Becker",N/A
VIR,"Vir Biotechnology, Inc.",NCT05484206,PHASE1,RECRUITING,"Hepatic Impairment, Cirrhosis","VIR-2218, VIR-3434"
VIR,"Vir Biotechnology, Inc.",NCT05970289,PHASE2,ACTIVE_NOT_RECRUITING,Chronic Hepatitis B Virus Infection,"PEG-IFNα, BRII-835"
VIR,"Vir Biotechnology, Inc.",NCT04856085,PHASE2,ACTIVE_NOT_RECRUITING,"Hepatitis B, Chronic","VIR-2218, VIR-3434, PEG-IFNα"
VIR,"Vir Biotechnology, Inc.",NCT06491563,PHASE2,ACTIVE_NOT_RECRUITING,For Treatment of Chronic Hepatitis B Virus Infection,"BRII-179, BRII-835 (VIR-2218), PEG-IFNα"
VIR,"Vir Biotechnology, Inc.",NCT06070051,PHASE1,ACTIVE_NOT_RECRUITING,Chronic Hepatitis B,"VRON-0200-AdC6, VRON-0200-AdC7, VIR-2218, VIR-3434"
VIR,"Vir Biotechnology, Inc.",NCT05461170,PHASE2,ACTIVE_NOT_RECRUITING,"Hepatitis D, Chronic","VIR-2218, VIR-3434, NRTI"
VIR,"Vir Biotechnology, Inc.",NCT07142811,PHASE2,ACTIVE_NOT_RECRUITING,Viral Hepatitis,"Tobevibart, Elebsiran, Bulevirtide"
VIR,"Vir Biotechnology, Inc.",NCT05356741,"PHASE1, PHASE2",RECRUITING,Locally Advanced or Metastatic HER2-Expressing Cancers,"VIR-5818, pembrolizumab"
VIR,"Vir Biotechnology, Inc.",NCT05997615,PHASE1,RECRUITING,Hormone-refractory Prostate Cancer,VIR-5500
VIR,"Vir Biotechnology, Inc.",NCT07128550,PHASE3,RECRUITING,Viral Hepatitis,"Tobevibart, Elebsiran, Bulevirtide"
VIR,"Vir Biotechnology, Inc.",NCT06960395,PHASE1,RECRUITING,"Solid Tumor Malignancies, EGFR Positive Solid Tumors, EGFR","VIR-5525, Pembrolizumab"
VIR,"Vir Biotechnology, Inc.",NCT06903338,PHASE3,ACTIVE_NOT_RECRUITING,Viral Hepatitis,"Tobevibart, Elebsiran"
TSHA,"Taysha Gene Therapies, Inc.",NCT05606614,PHASE3,RECRUITING,Rett Syndrome,N/A
TSHA,"Taysha Gene Therapies, Inc.",NCT06152237,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Rett Syndrome,N/A
TSHA,"Taysha Gene Therapies, Inc.",NCT04798235,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Infantile GM2 Gangliosidosis (Disorder),TSHA-101
CABA,"Cabaletta Bio, Inc.",NCT06154252,"PHASE2, PHASE3",RECRUITING,"Idiopathic Inflammatory Myopathy, Dermatomyositis, Anti-Synthetase Syndrome, Immune-Mediated Necrotizing Myopathy, Juvenile Dermatomyositis, Juvenile Polymyositis, Juvenile Idiopathic Inflammatory Myopathy (JIIM), Juvenile Myositis",CABA-201 following preconditioning with fludarabine and cyclophosphamide
CABA,"Cabaletta Bio, Inc.",NCT06121297,"PHASE1, PHASE2",RECRUITING,"Systemic Lupus Erythematosus, Lupus Nephritis","CABA-201, CABA-201"
CABA,"Cabaletta Bio, Inc.",NCT04422912,"PHASE1, PHASE2",RECRUITING,Pemphigus Vulgaris,"DSG3-CAART, CABA-201"
CABA,"Cabaletta Bio, Inc.",NCT06328777,"PHASE1, PHASE2",RECRUITING,"Systemic Sclerosis, Scleroderma",CABA-201
CABA,"Cabaletta Bio, Inc.",NCT07006805,"PHASE1, PHASE2",NOT_YET_RECRUITING,"Relapsing Multiple Sclerosis (RMS), Progressive Multiple Sclerosis (PMS), Multiple Sclerosis - Relapsing Remitting, Multiple Sclerosis, Multiple Sclerosis (Relapsing Remitting), Multiple Sclerosis (MS) - Relapsing-remitting, Progressive Multiple Sclerosis",CABA-201
CABA,"Cabaletta Bio, Inc.",NCT06359041,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Generalized Myasthenia Gravis (gMG),CABA-201
OMER,Omeros Corporation,NCT06298955,PHASE2,RECRUITING,Paroxysmal Nocturnal Hemoglobinuria,OMS906 study drug
OMER,Omeros Corporation,NCT05855083,PHASE2,RECRUITING,"Thrombotic Microangiopathies, Hematopoietic Stem Cell Transplantation",Biological: narsoplimab
OMER,Omeros Corporation,NCT06209736,PHASE2,RECRUITING,"C3 Glomerulopathy, Idiopathic Immune Complex-Mediated Glomerulonephritis",OMS906 study drug
DFTX,"Definium Therapeutics, Inc.",NCT06741228,PHASE3,RECRUITING,Generalized Anxiety Disorder,MM120 (LSD D-Tartrate)
DFTX,"Definium Therapeutics, Inc.",NCT07303907,PHASE2,RECRUITING,"Autism Spectrum Disorder, ASD","MM402 (R-enantiomer of 3,4-methylenedioxymethamphetamine (MDMA))"
DFTX,"Definium Therapeutics, Inc.",NCT06941844,PHASE3,ACTIVE_NOT_RECRUITING,Major Depressive Disorder,MM120 (LSD D-Tartrate)
DFTX,"Definium Therapeutics, Inc.",NCT06809595,PHASE3,RECRUITING,Generalized Anxiety Disorder,MM120 (LSD D-Tartrate)
PCVX,"Vaxcyte, Inc.",NCT07365826,PHASE3,RECRUITING,Pneumococcal Vaccines,"31-valent pneumococcal conjugate vaccine, Seasonal Influenza Vaccine (SIV) (Flublok), Placebo"
PCVX,"Vaxcyte, Inc.",NCT06720038,PHASE2,ACTIVE_NOT_RECRUITING,Pneumococcal Vaccines,"0.5 mL of the low dose VAX-31, 0.5 mL of the mid dose VAX-31, 0.5 mL of the high dose VAX-31, 0.5 mL dose of PCV20, 0.5 mL of the High-PFS dose VAX-31"
PCVX,"Vaxcyte, Inc.",NCT07425392,PHASE3,RECRUITING,Pneumococcal Vaccines,"31-valent pneumococcal conjugate vaccine, PCV20"
PCVX,"Vaxcyte, Inc.",NCT07284654,PHASE3,RECRUITING,Pneumococcal Vaccines,"31 valent pneumococcal conjugate vaccine, PCV20, PCV21"
PHAT,"Phathom Pharmaceuticals, Inc.",NCT07224035,PHASE4,ACTIVE_NOT_RECRUITING,"H Pylori Infection, H Pylori Gastritis, Gastric Cancer","PYTEST® 14C-Urea Breath Test, VOQUEZNA® Triple Pak®"
PHAT,"Phathom Pharmaceuticals, Inc.",NCT06851559,PHASE2,RECRUITING,Eosinophilic Esophagitis,"Vonoprazan, Placebo"
PHAT,"Phathom Pharmaceuticals, Inc.",NCT07224048,PHASE4,ACTIVE_NOT_RECRUITING,"H. Pylori Infection, Gastric Cancer, Gastritis H Pylori","PYTEST® 14C-Urea Capsule Breath Test (at Home), PYTEST® 14C-Urea Capsule Breath Test (Standard Retesting In-Person)"
PHAT,"Phathom Pharmaceuticals, Inc.",NCT06660342,N/A,RECRUITING,"Erosive Esophagitis, Heartburn, Symptomatic Non-erosive Gastroesophageal Reflux Disease, Helicobacter Pylori Infection",Vonoprazan
WVE,Wave Life Sciences Ltd.,NCT04906460,"PHASE1, PHASE2",RECRUITING,Duchenne Muscular Dystrophy,WVE-N531
WVE,Wave Life Sciences Ltd.,NCT06405633,"PHASE1, PHASE2",RECRUITING,Alpha-1 Antitrypsin Deficiency,WVE-006
WVE,Wave Life Sciences Ltd.,NCT06842186,PHASE1,RECRUITING,Obesity and Overweight,WVE-007
CMPS,COMPASS Pathways plc,NCT05624268,PHASE3,ACTIVE_NOT_RECRUITING,Treatment Resistant Depression,Psilocybin
CMPS,COMPASS Pathways plc,NCT05733546,PHASE2,ACTIVE_NOT_RECRUITING,Major Depressive Disorder,Psilocybin
CMPS,COMPASS Pathways plc,NCT05711940,PHASE3,ACTIVE_NOT_RECRUITING,Treatment Resistant Depression,Psilocybin
CMPS,COMPASS Pathways plc,NCT06247839,PHASE3,RECRUITING,Major Depressive Disorder,Psilocybin
CMPS,COMPASS Pathways plc,NCT04433858,PHASE2,ACTIVE_NOT_RECRUITING,Treatment Resistant Depression,Psilocybin
EYPT,"EyePoint, Inc.",NCT06668064,PHASE3,ACTIVE_NOT_RECRUITING,"Wet Age Related Macular Degeneration, wAMD","EYP-1901, Aflibercept (2.0 mg)"
EYPT,"EyePoint, Inc.",NCT07449923,PHASE3,RECRUITING,"Diabetic Macular Edema, DME, Diabetic Macular Edema (DME)","EYP-1901, Aflibercept (2.0 mg)"
EYPT,"EyePoint, Inc.",NCT06683742,PHASE3,ACTIVE_NOT_RECRUITING,"Wet Age Related Macular Degeneration, wAMD","EYP-1901, Aflibercept (2.0 mg)"
EYPT,"EyePoint, Inc.",NCT05191706,PHASE4,RECRUITING,Cataract,"Dexamethasone, Prednisolone Acetate Ophthalmic"
EYPT,"EyePoint, Inc.",NCT07449936,PHASE3,NOT_YET_RECRUITING,"Diabetic Macular Edema, DME, Diabetic Macular Edema (DME)","EYP-1901, Aflibercept (2.0 mg)"
AVIR,"Atea Pharmaceuticals, Inc.",NCT07272889,PHASE1,NOT_YET_RECRUITING,Healthy Volunteer Study,"Ethinyl Estradioll/Levonorgestrel (EE/LNG), Bemnifosbuvir/Ruzasvir (BEM/RZR), Bemnifosbuvir/Ruzasvir (BEM/RZR) + Ethinyl Estradioll/Levonorgestrel (EE/LNG)"
AVIR,"Atea Pharmaceuticals, Inc.",NCT06911320,PHASE1,RECRUITING,"Healthy Volunteer Study, Hepatic Impairment, Renal Impairment",Bemnifosbuvir (BEM)/Ruzasvir (RZR) as a fixed-dose combination
AVIR,"Atea Pharmaceuticals, Inc.",NCT06868264,PHASE3,ACTIVE_NOT_RECRUITING,HEPATITIS C VIRUS CHRONIC INFECTION,"Bemnifosbuvir-Ruzasvir (BEM/RZR), Sofosbuvir-Velpatasvir (SOF/VEL)"
AVIR,"Atea Pharmaceuticals, Inc.",NCT07314346,PHASE1,NOT_YET_RECRUITING,Healthy Volunteer Study,"Buprenorphine/Naloxone + BEM/RZR, Methadone +BEM/RZR"
AVIR,"Atea Pharmaceuticals, Inc.",NCT07037277,PHASE3,RECRUITING,"HEPATITIS C VIRUS CHRONIC INFECTION, Hepatitis C, Chronic, Hepatitis C Virus Infection, Hepatitis C","Bemnifosbuvir-Ruzasvir, Sofosbuvir-Velpatasvir"
KNSA,"Kiniksa Pharmaceuticals International, plc",NCT04687358,N/A,ACTIVE_NOT_RECRUITING,Recurrent Pericarditis,N/A
KNSA,"Kiniksa Pharmaceuticals International, plc",NCT07288216,PHASE2,RECRUITING,"Recurrent Pericarditis, Heart Diseases, Pericarditis",KPL-387
KNSA,"Kiniksa Pharmaceuticals International, plc",NCT07010159,"PHASE2, PHASE3",RECRUITING,"Pericarditis, Pericarditis Acute, Recurrent Pericarditis","KPL-387, Placebo"
TBPH,"Theravance Biopharma, Inc.",NCT05696717,PHASE3,ACTIVE_NOT_RECRUITING,"Symptomatic Neurogenic Orthostatic Hypotension, MSA - Multiple System Atrophy","Ampreloxetine, Placebo"
TBPH,"Theravance Biopharma, Inc.",NCT07133880,PHASE4,RECRUITING,COPD (Chronic Obstructive Pulmonary Disease),"umeclidinium 62.5 µg and vilanterol 25 µg, Revefenacin 175 µg, Formoterol 20 µg, Placebo ( Revefenacin and Formoterol ), Placebo DPI"
MLYS,"Mineralys Therapeutics, Inc.",NCT05968430,PHASE3,ACTIVE_NOT_RECRUITING,Hypertension,"lorundrostat, Placebo"
TENX,"Tenax Therapeutics, Inc.",NCT05983250,PHASE3,RECRUITING,Pulmonary Hypertension,"TNX-103, Placebo"
TENX,"Tenax Therapeutics, Inc.",NCT07288398,PHASE3,RECRUITING,Pulmonary Hypertension Associated With HFpEF,"TNX-103, Placebo"
PRTA,Prothena Corporation plc,NCT04777331,PHASE2,ACTIVE_NOT_RECRUITING,Parkinsons Disease,"Prasinezumab, Placebo"
PRTA,Prothena Corporation plc,NCT03100149,PHASE2,ACTIVE_NOT_RECRUITING,Parkinson's Disease,"RO7046015, RO7046015, Placebo"
PRTA,Prothena Corporation plc,NCT06699680,PHASE1,RECRUITING,Healthy Participants Study,"PRX019, Placebo"
PRTA,Prothena Corporation plc,NCT07174310,PHASE3,RECRUITING,Parkinson's Disease,"Prasinezumab, Placebo"
DNLI,Denali Therapeutics Inc.,NCT06602193,PHASE2,RECRUITING,Parkinson Disease,BIIB122 225 mg
DNLI,Denali Therapeutics Inc.,NCT05262023,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Frontotemporal Dementia,"DNL593, Placebo"
DNLI,Denali Therapeutics Inc.,NCT04251026,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Mucopolysaccharidosis II,tividenofusp alfa
DNLI,Denali Therapeutics Inc.,NCT07354724,PHASE1,NOT_YET_RECRUITING,Late-onset Pompe Disease,DNL952
DNLI,Denali Therapeutics Inc.,NCT06181136,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Mucopolysaccharidosis Type IIIA,DNL126
DNLI,Denali Therapeutics Inc.,NCT05348785,PHASE2,ACTIVE_NOT_RECRUITING,Parkinson Disease,"BIIB122, BIIB122-Matching Placebo"
DNLI,Denali Therapeutics Inc.,NCT07328451,PHASE1,RECRUITING,"Alzheimer Disease, Early Onset","DNL628, Placebo"
DNLI,Denali Therapeutics Inc.,NCT05371613,"PHASE2, PHASE3",RECRUITING,Mucopolysaccharidosis II,"tividenofusp alfa, idursulfase"
ALKS,Alkermes plc,NCT07455383,PHASE3,NOT_YET_RECRUITING,Narcolepsy Type 1,"ALKS 2680 Dose 1, ALKS 2680 Dose 2, Placebo"
ALKS,Alkermes plc,NCT05303064,PHASE3,RECRUITING,"Schizophrenia, Bipolar I Disorder","OLZ/SAM, Olanzapine"
ALKS,Alkermes plc,NCT05028062,PHASE4,RECRUITING,"Alcohol Use Disorder, Alcoholism","XR-NTX 380 mg, intramuscular injection, Placebo intramuscular injection"
ALKS,Alkermes plc,NCT06767683,"PHASE2, PHASE3",RECRUITING,"Narcolepsy Type 1, Narcolepsy Type 2, Idiopathic Hypersomnia","ALKS 2680, 4mg, ALKS 2680, 6mg, ALKS 2680, 8mg, ALKS 2680, 10mg, ALKS 2680, 14mg, ALKS 2680, 18mg"
ALKS,Alkermes plc,NCT01246765,N/A,RECRUITING,"Pregnant Women, Psychotropic Drugs",N/A
ALKS,Alkermes plc,NCT05495984,NA,RECRUITING,Opioid Use Disorder,N/A
ALKS,Alkermes plc,NCT06843590,PHASE2,RECRUITING,Idiopathic Hypersomnia,"ALKS 2680, Placebo"
BEAM,Beam Therapeutics Inc.,NCT06071377,N/A,RECRUITING,Sickle Cell Trait,N/A
BEAM,Beam Therapeutics Inc.,NCT06735755,"PHASE1, PHASE2",RECRUITING,Glycogen Storage Disease Type Ia,BEAM-301: Single dose of BEAM-301 administered by IV
BEAM,Beam Therapeutics Inc.,NCT05885464,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Lymphoblastic Lymphoma, T-Cell Lymphoblastic Leukemia/Lymphoma, Lymphoblastic Leukemia",BEAM-201
BEAM,Beam Therapeutics Inc.,NCT06934382,PHASE1,RECRUITING,T-Cell Acute Lymphoblastic Leukemia/Lymphoma,Allogeneic anti-CD7 CAR-T cells (BEAM-201)
BEAM,Beam Therapeutics Inc.,NCT07304791,PHASE1,RECRUITING,"Healthy Subjects, Healthy Participant Study","BEAM-103, Placebo Comparator"
BEAM,Beam Therapeutics Inc.,NCT06389877,"PHASE1, PHASE2",RECRUITING,Alpha 1-Antitrypsin Deficiency,BEAM-302
BEAM,Beam Therapeutics Inc.,NCT05456880,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Sickle Cell Disease,BEAM-101
BEAM,Beam Therapeutics Inc.,NCT07373639,N/A,RECRUITING,"Hemoglobinopathy, Sickle Cell Disease",Long-Term Follow-up Study of patients who received BEAM-101
TRVI,"Trevi Therapeutics, Inc.",NCT07036029,PHASE1,RECRUITING,Idiopathic Pulmonary Fibrosis,"NAL ER, Placebo"
